itemId,choiceIndex,term,isCorrectChoice,severity,result,notes,lessonId,sourceId
"cmpdkpqwp00rgevu9x5qf3daw:independentPractice:4","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkpqwp00rgevu9x5qf3daw:masteryCheck:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkpqwp00rgevu9x5qf3daw:masteryCheck:3","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkpqwp00rgevu9x5qf3daw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdkq71z00roevu90islneyp","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkug6d00s6evu96gaij95v:guidedPractice:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkug6d00s6evu96gaij95v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkug6d00s6evu96gaij95v:exitTicket:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkug6d00s6evu96gaij95v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkug6d00s6evu96gaij95v:masteryCheck:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkug6d00s6evu96gaij95v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdkvdwd00seevu9uhnbiq9v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdkyfnl00spevu98inu218g:masteryCheck:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdkyfnl00spevu98inu218g","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdkztnq00t2evu911zhtoy9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdl2lpd00tcevu9k8pq4w4i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdl4tel00tlevu9cl8zx5pw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdl8ydo00u6evu9etp7qt32","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdlbjuf00ujevu9v3rwynp1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdldlmy00usevu9olw2a5s9:guidedPractice:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdldlmy00usevu9olw2a5s9:independentPractice:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdldlmy00usevu9olw2a5s9:masteryCheck:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdldlmy00usevu9olw2a5s9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdlho4i00v2evu9xsy6kkqv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdlpsjw00vlevu9e9fvdv3y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdlq62v00vtevu9szk9s8yr","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdlulcl00wdevu9b1iewyb7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:independentPractice:2","0","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlsfwi00w4evu9g1q6o1a2:masteryCheck:2","0","all","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""all"".","cmpdlsfwi00w4evu9g1q6o1a2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdlz5ik00wxevu9l87lwmwy:masteryCheck:1","0","all","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""all"".","cmpdlz5ik00wxevu9l87lwmwy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdm0xwm00x5evu9wld8xp8n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdm34am00xlevu9wg4syc6i","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdm9r6u00y9evu91a1pnqzz:independentPractice:1","1","must","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""must"".","cmpdm9r6u00y9evu91a1pnqzz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmaj1f00yievu9ui4dxure","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmdumb00yzevu9rvm0arnd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmhj0500zgevu9bu6ocm3k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmlk6r0101evu9x7yib8oo","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmq10y010hevu9spinmfoh","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmqdnz010pevu94j9g8iu1:independentPractice:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdmqdnz010pevu94j9g8iu1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:masteryCheck:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmtkel010xevu9h5hnqy7c:masteryCheck:1","3","never","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""never"".","cmpdmtkel010xevu9h5hnqy7c","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdmurek0118evu9j5ct4z2y:independentPractice:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdmurek0118evu9j5ct4z2y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdmxkrt011gevu9lgkrwzj8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdn2k4r0120evu9e0u3rx6y:guidedPractice:3","2","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdn2k4r0120evu9e0u3rx6y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdn756z012oevu91hvv2l0h:independentPractice:4","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdn756z012oevu91hvv2l0h","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdn756z012oevu91hvv2l0h:exitTicket:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdn756z012oevu91hvv2l0h","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdn756z012oevu91hvv2l0h:masteryCheck:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdn756z012oevu91hvv2l0h","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdr5mjm000ies455h6l2m6y","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdnawxp0132evu9421t2kdi","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdr7uap000ves45o6w35qba","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdnfohx013cevu9qi18uk0t:independentPractice:1","3","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdnfohx013cevu9qi18uk0t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdnfrkl013kevu9alffqe61","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdraxs00018es456aypnpx3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrcx02001les451zrqsm0o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrg64e001yes45nah75zki","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrgnnq0026es45b2sfw0z9","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdnmgiv013tevu9984wxcmm","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrisev002ges453t4k53n8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrolvr0039es45s7sey9xw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdrqfxf003hes45dl70s9qu:independentPractice:1","3","none","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""none"".","cmpdrqfxf003hes45dl70s9qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdrqfxf003hes45dl70s9qu:masteryCheck:1","3","none","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""none"".","cmpdrqfxf003hes45dl70s9qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrt2ns003pes45axpwxi5b","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdrxi4u004des45g4827yja","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdrvfe40040es450k8999m4:independentPractice:2","0","every","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""every"".","cmpdrvfe40040es450k8999m4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpds1rq1004qes458ueo06yl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpds2q7q004yes458pm7m1ob","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpds8ny0005bes45uzecfgra:guidedPractice:2","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpds8ny0005bes45uzecfgra","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpds8ny0005bes45uzecfgra:independentPractice:2","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpds8ny0005bes45uzecfgra","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpds8ny0005bes45uzecfgra:independentPractice:2","3","all","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""all"".","cmpds8ny0005bes45uzecfgra","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpds8ny0005bes45uzecfgra:masteryCheck:2","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpds8ny0005bes45uzecfgra","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpds9vvd005jes453b6w2xcy","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdsfj5z0064es45riauv7ez:masteryCheck:1","3","never","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""never"".","cmpdsfj5z0064es45riauv7ez","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsm05h006les45dbx0miny","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsl5ti006des459upxtlim","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsqtg0006yes45f93a94ql","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsr0gj0076es45ogfn7m4a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsxgll007mes45pd6col7t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdsvcwm007ees456x3aqfcu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdt33r40086es45i2hx9gz5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdt9btz008ges45o0h9shfu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdt9xt5008oes45lld5j8ib","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdtfb640094es459thxsnzj","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdtnbsf009nes45u4w4vz7z","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdo4ai10142evu9v0tfvssp","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdtt4hh00ages45qrbhrz0u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdu9nlm00cfes45m3bscx8k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdha1hu00abevu9csx08m68:guidedPractice:3","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdha1hu00abevu9csx08m68:guidedPractice:3","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdha1hu00abevu9csx08m68:masteryCheck:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhas9n00ajevu9teh71x9k:guidedPractice:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhas9n00ajevu9teh71x9k:independentPractice:1","1","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhas9n00ajevu9teh71x9k:masteryCheck:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhgonw00b9evu9g6u9w9jt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhlfoh00buevu902sxjmck","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhn7na00c2evu91o7fjgaw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhp9cf00cfevu9521zskko","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhrlfc00cqevu9gdjhv6if","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdht2ut00cyevu96difvrzn","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhvyp400d8evu9dt50rod2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdhwrjk00dievu9tdtn7as2","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdi049g00e0evu9i4lhqmdd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:guidedPractice:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:independentPractice:1","3","never","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""never"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:independentPractice:4","3","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","2","cannot","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""cannot"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","3","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:masteryCheck:1","3","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdi436p00edevu9qj8qbl4v","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:independentPractice:1","3","must","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""must"".","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdie6nd00fqevu9h7ooi2ft:independentPractice:4","1","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdiqj9200hkevu9wac0r2fv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdiswsi00hwevu91ig9arf8:masteryCheck:1","1","always","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""always"".","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdix3ca00ieevu93foszdc7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","-1","","false","INFO","PASS","No absolute-language distractors found.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"cmpdfsse80023evu9p3ru6hyw:guidedPractice:1","2","only","false","BLOCKER","FAIL","PSSA_MCQ_ABSOLUTE_LANGUAGE_DISTRACTOR: distractor contains ""only"".","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
