duplicateGroupId,ruleId,itemIds,count,gradeLevel,itemType,standardCode,normalizedStem,normalizedChoices,sourceType,severity
87f3927ce575,PSSA_DUPLICATE_ITEM_EXACT,70016|cmp7kxbw80027nu4urbgnrhzh,2,7,HOT_TEXT,CC.1.2.7.A,read the summary select the one sentence that needs to be added to make the summary complete,there are many jellyfish to see at the aquarium | the class visits many of the exhibits and the narrator sees some interesting marine animals | the narrator watches a show that describes why some of the wildlife found in the oceans are in danger | the jellyfish at the aquarium are very pretty,database|generated,BLOCKER
13fdeeecc7b6,PSSA_DUPLICATE_ITEM_EXACT,70017|70042|cmp7kxbw80028nu4ukkdii9t0|cmp7kxbwa002xnu4uwlt66nd4,4,7,MCQ,CC.1.3.7.A,how does the author develop a central idea or theme in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
7b152f296cb7,PSSA_DUPLICATE_ITEM_EXACT,70018|70043|70051|cmp7kxbw80029nu4u6nmsfx1c|cmp7kxbwa002ynu4uqvs3bxjy|cmp7kxbwa0036nu4ulkauwi2n,6,7,MCQ,CC.1.3.7.B,which sentence from the passage best supports the inference about the last bell before the storm,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,database|generated,BLOCKER
445f560ef51c,PSSA_DUPLICATE_ITEM_EXACT,70019|70044|70052|cmp7kxbw8002anu4umcckyyr0|cmp7kxbwa002znu4un2w6xcy7|cmp7kxbwa0037nu4ur0irj57l,6,7,MCQ,CC.1.3.7.C,how does a change in time or place affect the story in the last bell before the storm,it changes what characters face and helps develop meaning | it has no effect on events | it only changes the font | it makes evidence unnecessary,database|generated,BLOCKER
0cb1b0e51317,PSSA_DUPLICATE_ITEM_EXACT,70020|70045|cmp7kxbw8002bnu4ulbao5n6a|cmp7kxbwa0030nu4uqv30yx51,4,7,MCQ,CC.1.3.7.C,how does the conflict shape the character s choices in the last bell before the storm,the conflict pressures the character to act and that action changes what happens next | the conflict has no effect on the story | the conflict only explains the title | the conflict is unrelated to character development,database|generated,BLOCKER
e03887f53ede,PSSA_DUPLICATE_ITEM_EXACT,70021|70046|cmp7kxbw8002cnu4uxla876s5|cmp7kxbwa0031nu4u1ugya87b,4,7,DRAG_DROP,CC.1.3.7.G,read the information from a reliable website match each cat breed to the characteristic supported by the text,wrinkled skin and almost no hair | soft wavy hair and long legs | active affectionate and attentive | very large ears and eyes,database|generated,BLOCKER
8e201cc63f89,PSSA_DUPLICATE_ITEM_EXACT,70022|70047|cmp7kxbw8002dnu4u6yp0a1kp|cmp7kxbwa0032nu4ue272qydd,4,7,MCQ,CC.1.3.7.F / CC.1.2.7.F,how does the author s word choice or figurative language affect meaning in the last bell before the storm,it may represent a barrier the character or community must overcome | it only means the gate is made of metal | it proves the setting is imaginary | it has no connection to the text s meaning,database|generated,BLOCKER
1a2b20805080,PSSA_DUPLICATE_ITEM_EXACT,70023|70048|cmp7kxbw8002enu4urcom3bog|cmp7kxbwa0033nu4u160lvwgv,4,7,HOT_TEXT,CC.1.3.7.E,read the summary select the one sentence that needs to be added to make the summary complete,there are many jellyfish to see at the aquarium | the class visits many of the exhibits and the narrator sees some interesting marine animals | the narrator watches a show that describes why some of the wildlife found in the oceans are in danger | the jellyfish at the aquarium are very pretty,database|generated,BLOCKER
1ab039d6b442,PSSA_DUPLICATE_ITEM_EXACT,70024|cmp7kxbw8002fnu4uxggddmhl,2,7,MCQ,CC.1.2.7.A,how does the author develop a central idea or theme in two views of a community garden,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
dd67bb0d08f7,PSSA_DUPLICATE_ITEM_EXACT,70025|70029|cmp7kxbw8002gnu4ua7xc9f20|cmp7kxbw9002knu4ur63cwlcx,4,7,MCQ,CC.1.2.7.B,which sentence from the passage best supports the inference about two views of a community garden,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,database|generated,BLOCKER
980c7d2484bd,PSSA_DUPLICATE_ITEM_EXACT,70026|cmp7kxbw8002hnu4ux61tffpc,2,7,MCQ,CC.1.3.7.G,which answer best analyzes point of view bias or reliability in two views of a community garden,the author or narrator emphasizes some details over others shaping how readers judge the topic or events | the passage has no viewpoint because it has paragraphs | reliability means every narrator is always correct | bias only appears in fiction,database|generated,BLOCKER
323ee4b42758,PSSA_DUPLICATE_ITEM_EXACT,70027|cmp7kxbw8002inu4ubb0c21jb,2,7,MCQ,CC.1.2.7.C,which statement best describes how a section or part of two views of a community garden contributes to the passage,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
5006d784e474,PSSA_DUPLICATE_ITEM_EXACT,70028|cmp7kxbw8002jnu4ubihj4in8,2,7,DRAG_DROP,CC.1.2.7.D,read the information from a reliable website match each cat breed to the characteristic supported by the text,wrinkled skin and almost no hair | soft wavy hair and long legs | active affectionate and attentive | very large ears and eyes,database|generated,BLOCKER
04565ce5b1e3,PSSA_DUPLICATE_ITEM_EXACT,70030|cmp7kxbw9002lnu4urr8n3ppt,2,7,HOT_TEXT,CC.1.2.7.A,read the summary select the one sentence that needs to be added to make the summary complete,there are many jellyfish to see at the aquarium | the class visits many of the exhibits and the narrator sees some interesting marine animals | the narrator watches a show that describes why some of the wildlife found in the oceans are in danger | the jellyfish at the aquarium are very pretty,database|generated,BLOCKER
fed2fe510c6a,PSSA_DUPLICATE_ITEM_EXACT,70031|cmp7kxbw9002mnu4uu72nvpkf,2,7,MCQ,CC.1.2.7.A,how does the author develop a central idea or theme in designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
92b0059efe4f,PSSA_DUPLICATE_ITEM_EXACT,70032|70036|70038|cmp7kxbw9002nnu4umh64xwmy|cmp7kxbw9002rnu4ulvaaspe0|cmp7kxbw9002tnu4u0bflztfu,6,7,MCQ,CC.1.2.7.B,which sentence from the passage best supports the inference about designing a water smart schoolyard,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,database|generated,BLOCKER
20f8c2bb0c9f,PSSA_DUPLICATE_ITEM_EXACT,70033|cmp7kxbw9002onu4uo7wfwqp3,2,7,EBSR,CC.1.2.7.C,which conclusion about the topic or character is best supported by designing a water smart schoolyard,the passage mainly lists unrelated facts | the author develops an idea through connected evidence | the passage avoids explaining causes | the title is the only useful clue,database|generated,BLOCKER
dea8ecdbe231,PSSA_DUPLICATE_ITEM_EXACT,70034|70040|cmp7kxbw9002pnu4uxdvgpdau|cmp7kxbwa002vnu4uaqqkolyb,4,7,MCQ,CC.1.2.7.D,based on information in designing a water smart schoolyard what does the word or phrase most likely mean,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
77b438a832d2,PSSA_DUPLICATE_ITEM_EXACT,70035|cmp7kxbw9002qnu4ujjkgn1wr,2,7,DRAG_DROP,CC.1.3.7.G,read the information from a reliable website match each cat breed to the characteristic supported by the text,wrinkled skin and almost no hair | soft wavy hair and long legs | active affectionate and attentive | very large ears and eyes,database|generated,BLOCKER
9ed7c952f0e0,PSSA_DUPLICATE_ITEM_EXACT,70037|cmp7kxbw9002snu4usrxjo1sj,2,7,HOT_TEXT,CC.1.2.7.A,read the summary select the one sentence that needs to be added to make the summary complete,there are many jellyfish to see at the aquarium | the class visits many of the exhibits and the narrator sees some interesting marine animals | the narrator watches a show that describes why some of the wildlife found in the oceans are in danger | the jellyfish at the aquarium are very pretty,database|generated,BLOCKER
8a0fbfea4946,PSSA_DUPLICATE_ITEM_EXACT,70039|cmp7kxbwa002unu4ufsgjx4uv,2,7,MULTI_SELECT,CC.1.2.7.C,move the sentences that best show visiting the aquarium was educational for the narrator into the box choose three answers,the first exhibit we went to featured sea life from the reefs in the caribbean sea | i learned that they aren t really fish | i learned so much more about marine life at the aquarium | i had always wanted to visit a giant aquarium | i also found out that i never wanted to get stung by one,database|generated,BLOCKER
f92a24cc2ce1,PSSA_DUPLICATE_ITEM_EXACT,70049|cmp7kxbwa0034nu4udh405t1v,2,7,MCQ,CC.1.3.7.D,which answer best explains literary vocabulary in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,BLOCKER
692787f8e277,PSSA_DUPLICATE_ITEM_EXACT,70050|cmp7kxbwa0035nu4ulwqx8cb3,2,7,MULTI_SELECT,CC.1.3.7.A,move the sentences that best show visiting the aquarium was educational for the narrator into the box choose three answers,the first exhibit we went to featured sea life from the reefs in the caribbean sea | i learned that they aren t really fish | i learned so much more about marine life at the aquarium | i had always wanted to visit a giant aquarium | i also found out that i never wanted to get stung by one,database|generated,BLOCKER
fb6f496c757f,PSSA_DUPLICATE_ITEM_EXACT,70053|cmp7kxbwa0038nu4u40s5h17f,2,7,MCQ,CC.1.3.7.C,how do story elements interact to develop the plot in the last bell before the storm,the setting and conflict influence the character s choices which moves the action forward | the setting replaces the need for character decisions | the plot develops without any connection to conflict | the theme is unrelated to what happens in the story,database|generated,BLOCKER
5154ce1b3295,PSSA_DUPLICATE_ITEM_EXACT,80011|80015,2,8,MCQ,CC.1.2.8.B,which sentence from the passage best supports the inference about how wetlands protect a watershed,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,generated,BLOCKER
06104cce3e48,PSSA_DUPLICATE_ITEM_EXACT,80016|80039,2,8,MCQ,CC.1.3.8.A,which statement best analyzes how a theme or central idea is developed in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,BLOCKER
b63c2dfebf1c,PSSA_DUPLICATE_ITEM_EXACT,80017|80040|80048,3,8,MCQ,CC.1.3.8.B,which sentence from the passage best supports the inference about the last bell before the storm,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,generated,BLOCKER
59017b476920,PSSA_DUPLICATE_ITEM_EXACT,80018|80041|80049,3,8,MCQ,CC.1.3.8.C,how does the environment in the last bell before the storm shape the story s meaning,it influences actions outcomes mood or theme through specific details | it only names a location without any effect | it prevents the reader from analyzing theme | it has no relationship to character decisions,generated,BLOCKER
0ddf8c3690b5,PSSA_DUPLICATE_ITEM_EXACT,80019|80050,2,8,MCQ,CC.1.3.8.C,what is the effect of a key incident or line of dialogue in the last bell before the storm,it propels the action reveals character or causes a decision that changes what happens next | it repeats information without affecting the story | it proves the conflict is already solved before the story begins | it removes the need to analyze cause and effect,generated,BLOCKER
a16b5d578c12,PSSA_DUPLICATE_ITEM_EXACT,80020|80043,2,8,DRAG_DROP,CC.1.3.8.G,match each detail to what it shows about point of view,the narrator uses i me or my to tell events | the author includes loaded words that reveal an opinion | the narrator knows one character s thoughts closely | the text presents one side more favorably than another,generated,BLOCKER
97a2349519b0,PSSA_DUPLICATE_ITEM_EXACT,80023|80027,2,8,MCQ,CC.1.2.8.B,which sentence from the passage best supports the inference about two views of a community garden,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,generated,BLOCKER
e191c6263b2e,PSSA_DUPLICATE_ITEM_EXACT,80029|80033|80035,3,8,MCQ,CC.1.2.8.B,which sentence from the passage best supports the inference about designing a water smart schoolyard,the text uses multiple layers of evidence to imply a deeper meaning | the text has no implied meaning because some facts are stated | the reader should use background knowledge only | the answer should ignore theme or author message,generated,BLOCKER
285d5ef0eb0e,PSSA_DUPLICATE_ITEM_EXACT,80031|80037,2,8,MCQ,CC.1.2.8.D,based on designing a water smart schoolyard what does the word or phrase most likely mean in context,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,BLOCKER
13d23491527d,PSSA_DUPLICATE_ITEM_EXACT,80044|80052,2,8,MCQ,CC.1.3.8.F / CC.1.2.8.F,how does the author s precise word choice or figurative language affect tone or meaning in the last bell before the storm,it creates emotion by connecting images word choice and implied meaning | it prevents the reader from feeling anything | it only names the setting | it replaces the need for evidence,generated,BLOCKER
0bb7ee3f9c9e,PSSA_DUPLICATE_ITEM_EXACT,cmonfrv0f0006dpdkjj8urqrf|cmonfrv0f000adpdk1a2lhmni,2,5,MCQ,CC.1.2.5.A,which answer best explains main idea in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
2a9d623e86a5,PSSA_DUPLICATE_ITEM_EXACT,cmonfrv0f0007dpdkz9sm6kk3|cmonfrv0f000bdpdk95fbnz8x,2,5,MCQ,CC.1.2.5.B,which answer best explains text evidence in how wetlands protect a watershed,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
6341c368b514,PSSA_DUPLICATE_ITEM_EXACT,cmonfrv0f0008dpdkygl58ijw|cmonfrv0f000cdpdk5mia10rg,2,5,MCQ,CC.1.2.5.A,which answer best explains main idea in two views of a community garden,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
3fccfbbd7546,PSSA_DUPLICATE_ITEM_EXACT,cmowe892700025ish821yzt0t|cmoweqxg200026zhzhjpk7ix4|cmowg7f480002pspngtpb93qa,3,6,MCQ,CC.1.2.6.A,which description provides the best objective summary of the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
91fefcf34c78,PSSA_DUPLICATE_ITEM_EXACT,cmowe892700065ishj7aixcqc|cmoweqxg200066zhzuafppe5j|cmowg7f490006pspnr9e0989s,3,6,MCQ,CC.1.2.6.B,which evidence from the passage best supports the inference about how the character changes in the last bell before the storm,a detail that requires readers to connect clues and support an inference | a detail that is obvious but unsupported by other clues | a detail that repeats the title without analysis | a detail that does not connect to the conclusion,database,BLOCKER
1415fd64a4ae,PSSA_DUPLICATE_ITEM_EXACT,cmowe892700075ishsrvucw02|cmoweqxg200076zhzfmv2qycv|cmowg7f490007pspnmjv9zrn9,3,6,MCQ,CC.1.3.6.G,how does the author develop point of view in how wetlands protect a watershed,by showing what the narrator or author notices believes and emphasizes through details and word choice | by listing facts without any perspective | by avoiding details about thoughts or opinions | by using only the title to explain the narrator,database,BLOCKER
ea3f8f25bad0,PSSA_DUPLICATE_ITEM_EXACT,cmowe892700095ish5m0il59s|cmoweqxg200096zhzamp6gr9c|cmowg7f490009pspnqnxd0nza,3,6,MCQ,CC.1.3.6.C,how does one event affect what happens next in the last bell before the storm,it creates a cause and effect chain that moves the story forward | it stops the story from having a conflict | it only repeats the title | it changes the passage into a chart,database,BLOCKER
c6fdcecc51c1,PSSA_DUPLICATE_ITEM_EXACT,cmowe8927000b5ishppb78c82|cmoweqxg2000b6zhz4egvcv4d|cmowg7f49000bpspnfmobxoxu|cmowg7f4b0018pspnz9b9f0mp,4,6,EBSR,CC.1.3.6.B,how does the character s impression or understanding change in the last bell before the storm,the author implies an idea that must be supported with textual evidence | the author states every idea directly | the reader should ignore text evidence | the passage has no implied meaning,database,BLOCKER
68043747b6d8,PSSA_DUPLICATE_ITEM_EXACT,cmowe8927000c5ishnayvsx8p|cmoweqxg2000c6zhzvn0we6kl|cmowg7f49000cpspn5vo9w2nl,3,6,EBSR,CC.1.2.6.B,how does the character s impression or understanding change in two views of a community garden,the author implies an idea that must be supported with textual evidence | the author states every idea directly | the reader should ignore text evidence | the passage has no implied meaning,database,BLOCKER
d24de2cc234f,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000d5ishoh0ep0gj|cmoweqxg2000d6zhzpr4i9oxh|cmowg7f49000dpspnoy2zor5o,3,6,MULTI_SELECT,CC.1.2.6.C,move two pieces of evidence from the passage that best support the claim that many teens who text are too tired for school,daily activities like bathing and sleeping are interrupted by messages | a study found that early school start times deprive adolescents of sleep | cell phoning or messaging while driving is illegal in new jersey | some adults are also addicted to devices and new technology,database,BLOCKER
a7430f9911bd,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000e5ishirly4mty|cmoweqxg3000e6zhz8ccmj208|cmowg7f49000epspn1omx6eat,3,6,HOT_TEXT,CC.1.3.6.G,read the paragraph select the sentence that should be revised to maintain the style of the paragraph,in many areas around the world highways pass directly through the habitats of many animals | crossing the roads got really really hard for some animals | as a result people have designed and built special bridges and tunnels just for wildlife | these new wildlife crossings allow animals to move over or under the highway safely,database,BLOCKER
1ccacdd06ed0,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000h5ishudscgeih|cmoweqxg3000h6zhzw4896h1m|cmowg7f49000hpspn9clmw459,3,6,MCQ,CC.1.3.6.C,how does the plot unfold in the last bell before the storm,a conflict develops through a series of events and the character s choices show change over time | the author lists unrelated events without cause and effect | the passage gives only facts and definitions | the ending has no connection to the earlier conflict,database,BLOCKER
dd1ff77fd7bc,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000i5ish5bz9o4d0|cmoweqxg3000i6zhze4izlokt|cmowg7f49000ipspnjlz6ku31,3,6,MCQ,CC.1.3.6.E,why does the author include a flashback in the last bell before the storm,to reveal earlier events that help explain the character s current conflict | to list facts in order from least to most important | to show that the passage changes from literature to informational text | to make the setting less important to the plot,database,BLOCKER
2366e72ad342,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000k5ishm6k6lgql|cmoweqxg3000k6zhzdcviwlnw|cmowg7f49000kpspnwq1izhz7,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the phrase suggest in the sentence,the silence feels tense or uncomfortable | the silence can cut objects | the room contains knives | the silence is cheerful,database,BLOCKER
361154b3ae57,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000l5ishlbnj0t0c|cmoweqxg3000l6zhz6r3of5vt|cmowg7f49000lpspndubn111x,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the use of the figurative phrase suggest about the character or situation,it creates a serious reflective tone by showing the emotion behind the event | it makes the passage sound silly for no reason | it removes the narrator s feelings | it makes the text purely technical,database,BLOCKER
5f2e93feb9f0,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000m5ishw6ycxm1x|cmoweqxg3000m6zhzcgyq2cyb|cmowg7f49000mpspn0xawsxfj,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the phrase suggest in the sentence,the problem feels heavy and hard to ignore | the problem is an actual stone | the character collects rocks | the problem is easy to forget,database,BLOCKER
ded621d0f854,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000n5ishz3m7nstb|cmoweqxg3000n6zhzf7r72l5k|cmowg7f49000npspn92x5wkoz|cmowg7f4a000ypspniqxh3hmj,4,6,MCQ,CC.1.2.6.C,how does the structure of the passage contribute to the meaning of how wetlands protect a watershed,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
076508f921b5,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000s5ish2n1nyozx|cmoweqxg3000s6zhzkllxv87z|cmowg7f4a000spspnxczvqe2g|cmowg7f4a0014pspnw02rt1we,4,6,MCQ,CC.1.2.6.C,how does the structure of the passage contribute to the meaning of designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,BLOCKER
a4da930f2231,PSSA_DUPLICATE_ITEM_EXACT,cmowe8928000t5ishab894b38|cmoweqxg3000t6zhzv6947cbc|cmowg7f4a000tpspn5pu2lh5d|cmowg7f4b0019pspnur3495q9,4,6,EBSR,CC.1.2.6.B,how does the character s impression or understanding change in how wetlands protect a watershed,the author implies an idea that must be supported with textual evidence | the author states every idea directly | the reader should ignore text evidence | the passage has no implied meaning,database,BLOCKER
05d4363b958c,PSSA_DUPLICATE_ITEM_EXACT,cmowe8929000x5ishj9o673oc|cmoweqxg4000x6zhzq67nqhjo|cmowg7f4b001bpspnbh69ybdv|cmowzttnj0003twqwoafz6t3m|cmox0dd9w0003vlf1b4jg28ql|cmox0o8mx000374o5v1wdq23i,6,6,CONVENTIONS,CC.1.4.6.F2,read the sentence which revision provides the most specific information,the students measured the garden s growth every friday and recorded the height of each plant | the students did some things with the garden | the students worked outside a lot | the students thought the garden was nice,database,BLOCKER
34a8b6343817,PSSA_DUPLICATE_ITEM_EXACT,cmowe8929000y5ishci8wk0e9|cmoweqxg4000y6zhzen4qjbmh|cmowg7f4b001cpspncjatnjdb|cmowzttnj0004twqw1hz3txp1|cmox0dd9w0004vlf17q1zg3w3,5,6,CONVENTIONS,CC.1.4.6.F3,read the paragraph which sentence contains an inappropriate shift in pronoun person,when students revise they should check whether their evidence supports the claim | a writer should reread the draft because you may notice missing details | the class discussed its ideas before writing | readers can follow an essay when its organization is clear,database,BLOCKER
0d9ecd788355,PSSA_DUPLICATE_ITEM_EXACT,cmowe892900115ishyk10jubs|cmoweqxg400116zhzhfghrlm1|cmowg7f4b001fpspnq06zcvnv|cmowzttnj0007twqw6x8kq7aw|cmox0dd9w0007vlf1k7cdqsp6,5,6,CONVENTIONS,CC.1.4.6.F6,which sentence uses pronouns correctly,lena and him studied | lena and he studied | her and lena studied | him studied with lena,database,BLOCKER
72d7b34e814b,PSSA_DUPLICATE_ITEM_EXACT,cmowe892900145ish0drx23dd|cmoweqxg400146zhzouosczwv|cmowg7f4b001ipspnreozp30i|cmowzttnj000atwqw0lcx0o6e|cmox0dd9w000avlf191x23qps,5,6,CONVENTIONS,CC.1.4.6.F9,which sentence has correct subject verb agreement,the list of supplies are long | the list of supplies is long | the supplies on the list is long | the list are long,database,BLOCKER
7d3b5c1fecaa,PSSA_DUPLICATE_ITEM_EXACT,cmoweqxg3000f6zhzsual9e1a|cmowg7f49000fpspn4fmd317o,2,6,DRAG_DROP,CC.1.2.6.D,use the passage and table match each statement to the solution it describes,stores water from the roof for later use | sends water slowly near plant roots | helps reduce wasted water in the schoolyard garden | requires students to think about maintenance before choosing a final plan,database,BLOCKER
d890048c0165,PSSA_DUPLICATE_ITEM_EXACT,cmowzttnk000ntwqw82150y1s|cmowzttnl001ctwqwr1to2fo6,2,6,MULTI_SELECT,CC.1.3.6.G,move two pieces of evidence from the passage that best support the claim that many teens who text are too tired for school,daily activities like bathing and sleeping are interrupted by messages | a study found that early school start times deprive adolescents of sleep | cell phoning or messaging while driving is illegal in new jersey | some adults are also addicted to devices and new technology,database,BLOCKER
03d6e700ee98,PSSA_DUPLICATE_ITEM_EXACT,cmowzttnk000ptwqww27bc8ry|cmowzttnl001etwqw3pgtn9aw|cmox0dd9x000pvlf1glyvrfhn|cmox0dd9z001evlf18lebojhd|cmox0o8my000p74o5w5vj4ita|cmox0o8mz001e74o55eqne5mv|cmox1en8o000p7pv3tplkj5v8|cmox1en8p001e7pv3p8gf0ust,8,6,HOT_TEXT,CC.1.3.6.E,read the paragraph select the sentence that should be revised to maintain the style of the paragraph,in many areas around the world highways pass directly through the habitats of many animals | crossing the roads got really really hard for some animals | as a result people have designed and built special bridges and tunnels just for wildlife | these new wildlife crossings allow animals to move over or under the highway safely,database,BLOCKER
b6bd9b20a8ee,PSSA_DUPLICATE_ITEM_EXACT,cmox0dd9y000uvlf1takspubq|cmox0o8my000u74o50k40cz2i|cmox1en8o000u7pv3a7qfo9ha,3,6,DRAG_DROP,CC.1.2.6.D,use two views of a community garden match each statement to whether it is supported by the passage,the text explains a problem and shows why it matters | the text gives evidence that helps readers understand the central idea | the text says the problem is solved by ignoring the evidence | the text presents details in a way that helps readers compare ideas,database,BLOCKER
89d7308b8aa7,PSSA_DUPLICATE_ITEM_EXACT,cmox0dd9z001gvlf1i0jn13t8|cmox0o8mz001g74o5rp2hkqw8|cmox1en8p001g7pv3eitb2geh,3,6,MULTI_SELECT,CC.1.3.6.A,select two pieces of evidence from the last bell before the storm that best support the central idea,a detail that explains how the problem affects the larger system | a detail that gives unrelated background about a different topic | a detail that shows why the solution or idea matters | a detail that only repeats a word from the title,database,BLOCKER
ca0e440af8f8,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30016|30031,2,3,MCQ,CC.1.2.3.A,which answer best explains main idea in two views of a community garden,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
5206497344d4,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30017|30032|30036|30038,4,3,MCQ,CC.1.2.3.B,what can the reader infer about the topic in two views of a community garden,the text gives clues that help the reader figure out something not stated directly | the reader should guess without using the passage | only the title matters | the answer must be copied exactly from one sentence,generated,WARNING
ed1bebb1e66d,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30018|30033,2,3,MCQ,CC.1.3.3.C / CC.1.2.3.E,who is telling the story or presenting the information in two views of a community garden,a narrator or author whose words show who is speaking | a chart that gives numbers only | a character who never appears in the passage | the reader of the passage,generated,WARNING
da01247d91b9,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30020|30041,2,3,MCQ,CC.1.2.3.A,which answer best explains main idea in designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
84204ad859a6,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30021|30025|30027|30042|30046|30048,6,3,MCQ,CC.1.2.3.B,what can the reader infer about the topic in designing a water smart schoolyard,the text gives clues that help the reader figure out something not stated directly | the reader should guess without using the passage | only the title matters | the answer must be copied exactly from one sentence,generated,WARNING
562c935780f1,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30022|30043,2,3,EBSR,CC.1.2.3.C,which conclusion is best supported by designing a water smart schoolyard,the passage mainly lists unrelated facts | the author develops an idea through connected evidence | the passage avoids explaining causes | the title is the only useful clue,generated,WARNING
b47bac639623,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30023|30029|30044,3,3,MCQ,CC.1.2.3.D,which answer best explains vocabulary in designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
039f733de6f7,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30024|30045,2,3,DRAG_DROP,CC.1.3.3.C / CC.1.2.3.E,read the sentences move the most descriptive phrase onto the blank line to complete sentence 3,had more than enough strawberries in it | had plenty of good strawberries in it | was packed full of juicy strawberries | was filled with wonderful strawberries,generated,WARNING
0a48158d9f02,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30026|30047,2,3,HOT_TEXT,CC.1.2.3.A,read the sentence select the correctly spelled word from the underlined pair,mr long bought some carrots at the market | mr long boght some carrots at the market | the carrots cost fourty cents | he saved the wrest to eat later,generated,WARNING
